id	cluster_name	infomap	central_concept	concepticon_id	concepticon_gloss	family_frequency	language_frequency	word_frequency
1172	infomap_49_CRAB	49	CRAB	2349	SHRIMP	4	26	27
1173	infomap_1_GIVE	1	GIVE	2963	NET	25	179	189
1174	infomap_6_TALL	6	TALL	1741	ABOVE	35	392	470
1175	infomap_1_GIVE	1	GIVE	303	ABSTAIN FROM FOOD	47	310	355
1176	infomap_26_PERSON	26	PERSON	424	MARRIED MAN	50	266	300
1177	infomap_74_I	74	I	2636	WE TWO (EXCLUSIVE)	22	211	272
1178	infomap_1_GIVE	1	GIVE	2623	FLAG	3	70	71
1179	infomap_153_OVEN	153	OVEN	859	STOVE	49	421	488
1180	infomap_48_SHOULDER	48	SHOULDER	1176	SPADE	51	533	793
1181	infomap_19_CHIEFTAIN	19	CHIEFTAIN	1038	TEACHER	64	478	624
1182	infomap_1_GIVE	1	GIVE	2501	RICE HUSK	1	70	72
1183	infomap_1_GIVE	1	GIVE	558	PASS BY	2	76	84
1184	infomap_1_GIVE	1	GIVE	1749	TAKE	83	1033	1224
1185	infomap_157_TWENTY FIVE	157	TWENTY FIVE	1736	TWENTY FOUR	6	100	102
1186	infomap_1_GIVE	1	GIVE	118	BEWITCH	1	128	185
1187	infomap_30_KNIFE	30	KNIFE	2132	SICKLE OR SCYTHE	43	304	475
1188	infomap_1_GIVE	1	GIVE	1892	TOUCH	78	615	807
1189	infomap_46_SOFT	46	SOFT	1633	FLAT	73	804	999
1190	infomap_102_THROUGH	102	THROUGH	1136	RABBIT	58	533	626
1191	infomap_1_GIVE	1	GIVE	1102	CLIMB	82	814	1015
1192	infomap_1_GIVE	1	GIVE	681	DESTROY	66	574	796
1193	infomap_20_DARK	20	DARK	2297	DUSK	1	18	21
1194	infomap_41_TWO	41	TWO	1888	PAIR	55	378	477
1195	infomap_106_VULTURE	106	VULTURE	828	RACCOON	9	13	15
1196	infomap_13_RED	13	RED	178	RIPE	84	1016	1205
1197	infomap_2_SEED	2	SEED	932	BARLEY	28	420	508
1198	infomap_1_GIVE	1	GIVE	1806	BEGIN	79	751	1047
1199	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2330	YEAR AFTER NEXT YEAR	1	74	82
1200	infomap_133_STOMACH	133	STOMACH	819	STOMACH	94	876	1067
1201	infomap_1_GIVE	1	GIVE	125	SWEAT (SUBSTANCE)	14	357	389
1202	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1619	GRANDDAUGHTER	61	400	531
1203	infomap_184_BETEL PEPPER VINE	184	BETEL PEPPER VINE	3181	MUSTARD	2	24	24
1204	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2321	MAD PERSON	1	69	70
1205	infomap_7_SPEAK	7	SPEAK	1458	SAY	128	1637	2150
1206	infomap_119_AT FIRST	119	AT FIRST	2912	FORWARD	19	103	115
1207	infomap_2_SEED	2	SEED	924	VEGETABLES	39	556	606
1208	infomap_36_BRIGHT	36	BRIGHT	2494	BAMBOO SHOOT	3	81	82
1209	infomap_68_BLADDER	68	BLADDER	1056	SON-IN-LAW	4	148	160
1210	infomap_42_HOW	42	HOW	727	WHICH	62	561	699
1211	infomap_3_THAT	3	THAT	2304	THEE (OBLIQUE CASE OF YOU)	1	99	113
1212	infomap_53_HEAD	53	HEAD	1256	HEAD	197	2595	3297
1213	infomap_121_BODY LOUSE	121	BODY LOUSE	309	OPOSSUM	43	133	147
1214	infomap_98_RAFT	98	RAFT	2398	MANGO	12	246	265
1215	infomap_1_GIVE	1	GIVE	1615	ESCAPE	19	164	180
1216	infomap_1_GIVE	1	GIVE	1843	THOUSAND	64	772	808
1217	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	1050	MOTHER-IN-LAW	2	69	73
1218	infomap_6_TALL	6	TALL	15	OTTER	17	164	172
1219	infomap_186_LAME	186	LAME	320	LAME	61	478	585
1220	infomap_57_PRICE	57	PRICE	3168	DOWRY	3	36	38
1221	infomap_1_GIVE	1	GIVE	463	FELL (A TREE)	7	291	390
1222	infomap_30_KNIFE	30	KNIFE	3210	KNIFE (FOR EATING)	63	337	383
1223	infomap_8_MIND	8	MIND	210	LIFE	38	322	363
1224	infomap_1_GIVE	1	GIVE	1729	PLAIT OR BRAID OR WEAVE	3	132	183
1225	infomap_15_LOW	15	LOW	1645	SHORT	123	1882	2177
1226	infomap_1_GIVE	1	GIVE	1454	WIPE	50	669	767
1227	infomap_1_GIVE	1	GIVE	2454	SIXTEEN	7	172	183
1228	infomap_36_BRIGHT	36	BRIGHT	590	NAKED	69	456	564
1229	infomap_138_YAWN	138	YAWN	2245	BELCH	2	34	37
1230	infomap_20_DARK	20	DARK	25	DIRT	23	300	395
1231	infomap_44_FOOD	44	FOOD	273	DOUGH	49	272	303
1232	infomap_15_LOW	15	LOW	193	SHALLOW	59	534	609
1233	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1059	STEPSON	45	290	328
1234	infomap_21_WORM	21	WORM	1509	MOSQUITO	122	1734	1998
1235	infomap_1_GIVE	1	GIVE	3230	DECEIVE	20	115	140
1236	infomap_33_FROST	33	FROST	3235	OPEN (STATE)	19	103	116
1237	infomap_78_JAW	78	JAW	1165	MOUSTACHE	21	123	135
1238	infomap_1_GIVE	1	GIVE	695	GO	112	1432	1809
1239	infomap_23_HOOK	23	HOOK	1896	FINGERNAIL OR TOENAIL	22	123	126
1240	infomap_103_PINE	103	PINE	1915	FIR	33	380	421
1241	infomap_15_LOW	15	LOW	1400	THIN (SLIM)	40	385	438
1242	infomap_58_MOUNTAIN	58	MOUNTAIN	614	HILL	45	534	644
1243	infomap_38_HARD	38	HARD	2759	RECOMMEND	1	18	18
1244	infomap_1_GIVE	1	GIVE	1829	JUMP	82	989	1177
1245	infomap_61_THING	61	THING	738	THING	72	772	898
1246	infomap_1_GIVE	1	GIVE	1820	BEAR	55	747	812
1247	infomap_3_THAT	3	THAT	2844	YOU (FORMAL ADDRESS)	3	45	49
1248	infomap_68_BLADDER	68	BLADDER	1628	SQUIRREL	32	349	406
1249	infomap_147_PATERNAL GRANDFATHER	147	PATERNAL GRANDFATHER	2177	MATERNAL GRANDMOTHER	2	136	146
1250	infomap_8_MIND	8	MIND	2839	WHITE MAN	1	124	169
1251	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	490	DESCENDANTS	51	302	387
1252	infomap_18_END (OF SPACE)	18	END (OF SPACE)	2917	NEXT TO	20	121	153
1253	infomap_3_THAT	3	THAT	3292	THOU (HONORIFIC)	2	15	15
1254	infomap_44_FOOD	44	FOOD	1322	BREAKFAST	46	371	420
1255	infomap_85_HOT	85	HOT	3059	MALARIA	2	60	61
1256	infomap_1_GIVE	1	GIVE	3125	PLAY (GAME)	1	26	52
1257	infomap_120_DISTANCE	120	DISTANCE	3006	SPACE (AVAILABLE)	19	101	112
1258	infomap_2_SEED	2	SEED	347	SORGHUM	6	158	161
1259	infomap_1_GIVE	1	GIVE	1435	HUNT	93	1246	1752
1260	infomap_107_EAR	107	EAR	18	EARLOBE	44	262	274
1261	infomap_70_NOTHING	70	NOTHING	3198	NOTHING OR ZERO	43	245	329
1262	infomap_1_GIVE	1	GIVE	813	DO	37	612	1042
1263	infomap_15_LOW	15	LOW	2157	FINE OR THIN	20	143	174
1264	infomap_125_WAVE	125	WAVE	2935	CURRENT (STREAM)	19	100	110
1265	infomap_48_SHOULDER	48	SHOULDER	108	RUDDER	46	367	659
1266	infomap_42_HOW	42	HOW	1236	WHAT	150	2096	2401
1267	infomap_60_GRIEF	60	GRIEF	1319	COWARD	1	112	139
1268	infomap_24_MOUTH	24	MOUTH	1178	NOSTRIL	64	409	443
1269	infomap_17_VINE	17	VINE	2497	RATTAN	11	165	188
1270	infomap_1_GIVE	1	GIVE	1987	CHOPSTICKS	4	126	128
1271	infomap_45_CAT	45	CAT	1208	CAT	90	1261	1470
1272	infomap_159_MOON	159	MOON	2490	NOON	10	99	103
1273	infomap_1_GIVE	1	GIVE	1090	BE BORN	72	587	690
1274	infomap_15_LOW	15	LOW	3288	WEED	1	8	8
1275	infomap_60_GRIEF	60	GRIEF	1776	SHAME	62	475	766
1276	infomap_68_BLADDER	68	BLADDER	1780	BILE	4	139	146
1277	infomap_64_OLD	64	OLD	1229	OLD	135	1396	1883
1278	infomap_46_SOFT	46	SOFT	1499	JUICE	1	17	18
1279	infomap_31_HOUSE	31	HOUSE	591	ADDRESS	17	28	30
1280	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2699	BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	1	18	20
1281	infomap_1_GIVE	1	GIVE	2056	WOK	4	100	101
1282	infomap_1_GIVE	1	GIVE	814	DRESS UP	6	118	121
1283	infomap_3_THAT	3	THAT	2642	HE OR SHE	5	409	469
1284	infomap_1_GIVE	1	GIVE	2353	CICADA	1	18	21
1285	infomap_1_GIVE	1	GIVE	2381	FEATHER OR FUR OR HAIR	1	66	66
1286	infomap_35_IMMEDIATELY	35	IMMEDIATELY	2860	BOLT (MOVE IN HASTE)	21	106	126
1287	infomap_54_CALL	54	CALL	715	SHOUT	75	712	1277
1288	infomap_29_BAT	29	BAT	317	PIRANHA	10	48	52
1289	infomap_124_BRASS INSTRUMENT (HORN OR TRUMPET)	124	BRASS INSTRUMENT (HORN OR TRUMPET)	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	46	336	423
1290	infomap_12_TIME	12	TIME	1342	SUMMER	71	661	763
1291	infomap_1_GIVE	1	GIVE	2486	HIDE	15	380	438
1292	infomap_8_MIND	8	MIND	27	AIR	61	404	462
1293	infomap_1_GIVE	1	GIVE	85	GIVE BACK	51	333	412
1294	infomap_129_LOCK	129	LOCK	1596	LOCK	55	496	557
1295	infomap_135_ALONE	135	ALONE	1964	ALONE	35	226	256
1296	infomap_1_GIVE	1	GIVE	1127	SEND	75	646	845
1297	infomap_141_DYE	141	DYE	3122	PAINT (SOMETHING)	1	7	9
1298	infomap_1_GIVE	1	GIVE	1679	LOAD	22	380	451
1299	infomap_1_GIVE	1	GIVE	1698	CURVED	2	11	15
1300	infomap_55_BOW	55	BOW	1361	TOOL	45	291	361
1301	infomap_69_LETTER	69	LETTER	1298	NEWSPAPER	30	133	152
1302	infomap_170_RINGWORM	170	RINGWORM	3171	RINGWORM	3	52	59
1303	infomap_1_GIVE	1	GIVE	3064	RUST	1	58	58
1304	infomap_84_SWEET POTATO	84	SWEET POTATO	159	SWEET POTATO	84	1052	1165
1305	infomap_7_SPEAK	7	SPEAK	2708	TALK	35	342	512
1306	infomap_6_TALL	6	TALL	1544	SOMETIMES	65	427	560
1307	infomap_28_LEG	28	LEG	1371	KNEE	163	2186	2469
1308	infomap_91_MASON	91	MASON	875	SHOEMAKER	34	242	282
1309	infomap_96_NETBAG	96	NETBAG	389	FISH TRAP	55	308	373
1310	infomap_1_GIVE	1	GIVE	96	CRAWL	70	710	860
1311	infomap_45_CAT	45	CAT	201	FARM	4	78	81
1312	infomap_1_GIVE	1	GIVE	3079	HIGHLAND BARLEY	1	35	36
1313	infomap_158_ORPHAN	158	ORPHAN	1934	BEGGAR	49	302	376
1314	infomap_39_BARK	39	BARK	266	SCALE	58	397	436
1315	infomap_59_CATTLE	59	CATTLE	1153	CATTLE	54	692	976
1316	infomap_126_NUMBER	126	NUMBER	1790	LICENSE PLATE	18	27	30
1317	infomap_77_STINKING	77	STINKING	985	VINEGAR	1	18	22
1318	infomap_9_GOOD	9	GOOD	482	NOBLE	28	234	309
1319	infomap_1_GIVE	1	GIVE	788	SOAP	60	403	436
1320	infomap_20_DARK	20	DARK	477	LATE	59	440	516
1321	infomap_58_MOUNTAIN	58	MOUNTAIN	1873	ANTHILL	3	191	231
1322	infomap_1_GIVE	1	GIVE	1866	STUTTER	51	402	487
1323	infomap_140_GLASS	140	GLASS	1321	BOTTLE	24	237	262
1324	infomap_88_TABLE	88	TABLE	745	SHELF	50	397	478
1325	infomap_42_HOW	42	HOW	1238	WHEN	104	1094	1258
1326	infomap_24_MOUTH	24	MOUTH	102	COMMON COLD (DISEASE)	57	521	639
1327	infomap_81_ONE TIME	81	ONE TIME	726	WHILE	2	33	34
1328	infomap_18_END (OF SPACE)	18	END (OF SPACE)	2323	BACK (PART)	1	28	38
1329	infomap_175_TWIG	175	TWIG	3222	TWIG	21	106	119
1330	infomap_1_GIVE	1	GIVE	1796	SLAUGHTER	2	146	185
1331	infomap_6_TALL	6	TALL	2408	CAKE	1	18	19
1332	infomap_1_GIVE	1	GIVE	2021	GRASP	4	56	69
1333	infomap_88_TABLE	88	TABLE	2058	STOOL	21	191	205
1334	infomap_34_BOWL	34	BOWL	270	JUG	56	335	489
1335	infomap_1_GIVE	1	GIVE	2148	PICK	25	172	195
1336	infomap_5_TREE	5	TREE	1296	WALKING STICK	60	368	473
1337	infomap_21_WORM	21	WORM	1791	BUTTERFLY	95	1185	1279
1338	infomap_23_HOOK	23	HOOK	1870	ANCHOR	30	226	248
1339	infomap_1_GIVE	1	GIVE	29	GELD	1	50	53
1340	infomap_1_GIVE	1	GIVE	1660	LOSE	76	609	757
1341	infomap_1_GIVE	1	GIVE	2253	DRIP (EMIT LIQUID)	61	427	502
1342	infomap_1_GIVE	1	GIVE	1705	EIGHT	87	1125	1184
1343	infomap_22_WOUND	22	WOUND	1129	PAINFUL	10	201	204
1344	infomap_22_WOUND	22	WOUND	51	SORE	14	520	596
1345	infomap_160_SHARP	160	SHARP	2508	PANGOLIN	4	51	67
1346	infomap_1_GIVE	1	GIVE	1432	CUT	103	1447	2204
1347	infomap_1_GIVE	1	GIVE	2066	PULL UP (RICE SEEDLINGS)	2	124	167
1348	infomap_51_FOG	51	FOG	2275	SHADOW	3	138	154
1349	infomap_1_GIVE	1	GIVE	1483	NINE	88	1132	1194
1350	infomap_35_IMMEDIATELY	35	IMMEDIATELY	1631	FAST	80	928	1271
1351	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	2703	GRANDCHILD (DAUGHTER'S OFFSPRING)	1	18	19
1352	infomap_7_SPEAK	7	SPEAK	2024	PLOT	28	226	290
1353	infomap_121_BODY LOUSE	121	BODY LOUSE	2355	GECKO	10	109	126
1354	infomap_30_KNIFE	30	KNIFE	341	SICKLE	18	343	445
1355	infomap_1_GIVE	1	GIVE	2906	TRANSLATE	18	104	114
1356	infomap_49_CRAB	49	CRAB	3032	STARFISH	2	37	37
1357	infomap_38_HARD	38	HARD	3003	SOLID	21	116	150
1358	infomap_129_LOCK	129	LOCK	1488	FAUCET	18	31	35
1359	infomap_1_GIVE	1	GIVE	787	SAIL	35	255	299
1360	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	173	SIBLING'S CHILD	15	59	95
1361	infomap_2_SEED	2	SEED	23	RYE	19	285	328
1362	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	736	YARD	54	451	569
1363	infomap_1_GIVE	1	GIVE	1448	HOLD	95	1500	1744
1364	infomap_44_FOOD	44	FOOD	1526	MEAL	65	438	560
1365	infomap_27_FUR	27	FUR	2250	LEAF (LEAFLIKE OBJECT)	17	75	83
1366	infomap_81_ONE TIME	81	ONE TIME	2741	BIT (CLASSIFIER)	1	18	18
1367	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	3162	CROSS-COUSIN	4	44	60
1368	infomap_1_GIVE	1	GIVE	2886	PRODUCE	20	105	129
1369	infomap_1_GIVE	1	GIVE	1723	RESULT IN	14	92	105
1370	infomap_147_PATERNAL GRANDFATHER	147	PATERNAL GRANDFATHER	3015	PATERNAL GRANDMOTHER	2	120	127
1371	infomap_182_MATERNAL AUNT (MOTHER'S OLDER SISTER)	182	MATERNAL AUNT (MOTHER'S OLDER SISTER)	3041	PATERNAL AUNT (FATHER'S OLDER SISTER)	1	8	8
1372	infomap_9_GOOD	9	GOOD	1427	BEAUTIFUL	80	757	1004
1373	infomap_36_BRIGHT	36	BRIGHT	459	SNAPP (OF STICK)	4	71	73
1374	infomap_1_GIVE	1	GIVE	2071	LAY (VERB)	26	167	189
1375	infomap_1_GIVE	1	GIVE	3320	SNARE (TRAP)	1	16	16
1376	infomap_38_HARD	38	HARD	2018	GREEDY	51	295	430
1377	infomap_74_I	74	I	1209	I	181	2273	2704
1378	infomap_20_DARK	20	DARK	1764	OBSCURE	39	263	336
1379	infomap_1_GIVE	1	GIVE	602	HIDE (CONCEAL)	83	694	913
1380	infomap_13_RED	13	RED	2794	FIELD (UPLAND)	2	62	70
1381	infomap_124_BRASS INSTRUMENT (HORN OR TRUMPET)	124	BRASS INSTRUMENT (HORN OR TRUMPET)	1124	PIPE	46	442	503
1382	infomap_70_NOTHING	70	NOTHING	1294	ZERO	18	85	94
1383	infomap_1_GIVE	1	GIVE	3207	GO UP OR RISE (ONESELF)	1	9	11
1384	infomap_1_GIVE	1	GIVE	461	BOUBOU	3	67	69
1385	infomap_1_GIVE	1	GIVE	3199	TWIST (AROUND)	59	333	532
1386	infomap_38_HARD	38	HARD	3246	FRUIT (CLASSIFIER)	1	16	16
1387	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	89	NATIVE COUNTRY	43	273	382
1388	infomap_123_PASTURE	123	PASTURE	649	PASTURE	53	426	597
1389	infomap_21_WORM	21	WORM	434	SPIDER MONKEY	10	46	53
1390	infomap_50_STONE OR ROCK	50	STONE OR ROCK	2118	MOUNTAIN OR HILL	67	373	676
1391	infomap_24_MOUTH	24	MOUTH	2674	ORAL CAVITY	2	35	35
1392	infomap_1_GIVE	1	GIVE	1971	FAN (OBJECT)	48	439	540
1393	infomap_98_RAFT	98	RAFT	740	SHIP	43	275	349
1394	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	930	VILLAGE	104	1416	1599
1395	infomap_21_WORM	21	WORM	730	SNAKE	144	2232	2740
1396	infomap_33_FROST	33	FROST	2932	COLD (CHILL)	20	105	124
1397	infomap_187_MAKE A JOKE	187	MAKE A JOKE	494	FLIRT	2	9	10
1398	infomap_12_TIME	12	TIME	452	DRY SEASON	9	82	83
1399	infomap_24_MOUTH	24	MOUTH	400	MUSH	18	165	183
1400	infomap_34_BOWL	34	BOWL	854	KETTLE	55	397	463
1401	infomap_1_GIVE	1	GIVE	402	SURPASS	3	195	251
1402	infomap_1_GIVE	1	GIVE	1576	PILE UP	59	499	793
1403	infomap_2_SEED	2	SEED	832	BEAN	76	919	1034
1404	infomap_64_OLD	64	OLD	406	OLD MAN	88	668	807
1405	infomap_1_GIVE	1	GIVE	1650	WATCH	20	208	224
1406	infomap_1_GIVE	1	GIVE	1429	FULL	146	1865	2162
1407	infomap_1_GIVE	1	GIVE	1826	ANGRY	9	296	347
1408	infomap_44_FOOD	44	FOOD	2013	BAIT	45	323	393
1409	infomap_1_GIVE	1	GIVE	367	RIDE	55	456	511
1410	infomap_1_GIVE	1	GIVE	2006	FILL	26	629	906
1411	infomap_1_GIVE	1	GIVE	940	STRAIN	2	156	182
1412	infomap_50_STONE OR ROCK	50	STONE OR ROCK	933	WALL (OF HOUSE)	63	684	819
1413	infomap_1_GIVE	1	GIVE	1410	KNOW (SOMETHING)	141	1646	2004
1414	infomap_1_GIVE	1	GIVE	1602	WAKE UP	81	698	857
1415	infomap_98_RAFT	98	RAFT	2555	OIL (FROM PLANTS)	3	34	34
1416	infomap_1_GIVE	1	GIVE	928	EMBRACE	60	534	640
1417	infomap_1_GIVE	1	GIVE	2884	HANG	22	137	147
1418	infomap_1_GIVE	1	GIVE	211	CAST	27	230	260
1419	infomap_21_WORM	21	WORM	2828	MOTH	2	29	32
1420	infomap_1_GIVE	1	GIVE	2788	LADLE (WATER)	1	46	46
1421	infomap_9_GOOD	9	GOOD	1268	YES	88	792	1019
1422	infomap_31_HOUSE	31	HOUSE	1678	HUT	58	618	970
1423	infomap_59_CATTLE	59	CATTLE	1169	OX	47	427	539
1424	infomap_174_TORTOISE	174	TORTOISE	534	HUMP	1	112	241
1425	infomap_20_DARK	20	DARK	519	SPOT	1	102	136
1426	infomap_2_SEED	2	SEED	744	EGG	192	2500	2870
1427	infomap_76_GOAT	76	GOAT	1972	KID	37	333	416
1428	infomap_146_SIGN	146	SIGN	1720	SIGN	19	158	177
1429	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	1228	EARTH (SOIL)	129	1601	2086
1430	infomap_11_CLOTH	11	CLOTH	327	PONCHO	31	114	129
1431	infomap_137_SAME-SEX YOUNGER SIBLING	137	SAME-SEX YOUNGER SIBLING	3040	DIFFERENT-SEX YOUNGER SIBLING	1	133	151
1432	infomap_16_RIVER	16	RIVER	947	STREAM	3	134	275
1433	infomap_25_BLAME	25	BLAME	2020	PLAINTIFF	32	215	265
1434	infomap_2_SEED	2	SEED	2016	JEALOUSY	1	116	162
1435	infomap_115_IDOL	115	IDOL	1788	TELEVISION	21	33	37
1436	infomap_65_FISH	65	FISH	634	MEAT	153	1733	2042
1437	infomap_1_GIVE	1	GIVE	1948	SAW	55	584	703
1438	infomap_63_BEESWAX	63	BEESWAX	874	CANDY	24	57	72
1439	infomap_72_MUTE	72	MUTE	1713	EIGHTEEN	10	235	240
1440	infomap_138_YAWN	138	YAWN	1028	YAWN	70	663	742
1441	infomap_108_BRIDGE	108	BRIDGE	2085	STICK (CLASSIFIER)	3	34	34
1442	infomap_51_FOG	51	FOG	451	HARMATTAN	3	63	64
1443	infomap_87_MACHINE	87	MACHINE	1070	BUS	22	38	48
1444	infomap_1_GIVE	1	GIVE	2462	WINNOWING	3	199	228
1445	infomap_2_SEED	2	SEED	1560	FACE	84	908	1103
1446	infomap_1_GIVE	1	GIVE	355	CUT DOWN	61	401	507
1447	infomap_97_LIGHT (IGNITE)	97	LIGHT (IGNITE)	737	LIGHT (IGNITE)	77	519	739
1448	infomap_1_GIVE	1	GIVE	1819	LOOK	84	1012	1276
1449	infomap_48_SHOULDER	48	SHOULDER	1681	WAIST	62	509	583
1450	infomap_1_GIVE	1	GIVE	2017	MIX	61	501	864
1451	infomap_116_MILL	116	MILL	224	MORTAR CRUSHER	57	464	757
1452	infomap_84_SWEET POTATO	84	SWEET POTATO	850	SQUARE	39	336	386
1453	infomap_42_HOW	42	HOW	2928	WHITHER (WHERE TO)	20	105	124
1454	infomap_1_GIVE	1	GIVE	1092	HOPE	39	297	396
1455	infomap_1_GIVE	1	GIVE	1418	DIG	107	1643	1986
1456	infomap_168_VULVA	168	VULVA	1837	VULVA	39	421	465
1457	infomap_67_GUNPOWDER	67	GUNPOWDER	3289	UNCOOKED RICE	2	74	75
1458	infomap_6_TALL	6	TALL	1852	OFTEN	60	519	642
1459	infomap_13_RED	13	RED	1556	YOLK	52	315	349
1460	infomap_79_BIRD	79	BIRD	1514	HEN	64	703	806
1461	infomap_1_GIVE	1	GIVE	2156	CUT (WITH KNIFE)	2	214	262
1462	infomap_82_SWAY	82	SWAY	1909	SHAKE	74	670	976
1463	infomap_11_CLOTH	11	CLOTH	1680	HELMET	29	259	339
1464	infomap_61_THING	61	THING	2393	JOURNEY	2	121	153
1465	infomap_162_SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	162	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	2691	PATERNAL AUNT (FATHER'S SISTER)	1	18	29
1466	infomap_1_GIVE	1	GIVE	581	COME BACK	78	837	1233
1467	infomap_129_LOCK	129	LOCK	336	PADLOCK	20	30	30
1468	infomap_65_FISH	65	FISH	958	WILD ANIMAL	4	89	98
1469	infomap_6_TALL	6	TALL	711	TALL	67	491	595
1470	infomap_1_GIVE	1	GIVE	1455	PULL	105	1536	1854
1471	infomap_57_PRICE	57	PRICE	873	TAX	32	261	365
1472	infomap_158_ORPHAN	158	ORPHAN	1149	ORPHAN	61	383	456
1473	infomap_2_SEED	2	SEED	1505	SPERM	1	105	140
1474	infomap_1_GIVE	1	GIVE	2081	CHICKEN (CLASSIFIER)	3	52	54
1475	infomap_27_FUR	27	FUR	1350	MONKEY	57	800	905
1476	infomap_5_TREE	5	TREE	2630	WHIP	3	78	78
1477	infomap_16_RIVER	16	RIVER	2762	BLOCK (THE WAY)	1	18	20
1478	infomap_1_GIVE	1	GIVE	1086	WORK (ACTIVITY)	33	468	532
1479	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	3212	HOPE (SOMETHING)	20	35	41
1480	infomap_36_BRIGHT	36	BRIGHT	679	BRIGHT	69	623	802
1481	infomap_64_OLD	64	OLD	725	OLD PERSON	7	238	348
1482	infomap_15_LOW	15	LOW	300	RATTLE	54	279	336
1483	infomap_1_GIVE	1	GIVE	152	HOOF	4	124	125
1484	infomap_30_KNIFE	30	KNIFE	2680	MACHETE	10	259	279
1485	infomap_1_GIVE	1	GIVE	1025	WHISTLE	75	581	696
1486	infomap_1_GIVE	1	GIVE	1453	WASH	104	1620	2309
1487	infomap_12_TIME	12	TIME	1057	DAUGHTER-IN-LAW	4	123	123
1488	infomap_127_HUNGER	127	HUNGER	1140	FATIGUE	3	67	70
1489	infomap_24_MOUTH	24	MOUTH	478	LIP	89	1024	1125
1490	infomap_115_IDOL	115	IDOL	1659	DOLL	19	101	112
1491	infomap_1_GIVE	1	GIVE	2865	DIE (FROM ACCIDENT)	18	100	121
1492	infomap_55_BOW	55	BOW	473	SPEAR (SOMEBODY)	2	9	9
1493	infomap_1_GIVE	1	GIVE	1755	UNDRESS	6	315	380
1494	infomap_1_GIVE	1	GIVE	168	REST	72	649	752
1495	infomap_39_BARK	39	BARK	576	DANDRUFF	48	288	316
1496	infomap_63_BEESWAX	63	BEESWAX	88	BEEHIVE	51	314	357
1497	infomap_34_BOWL	34	BOWL	481	DISH	66	530	668
1498	infomap_1_GIVE	1	GIVE	3170	BATHE (SOMEONE)	3	79	82
1499	infomap_82_SWAY	82	SWAY	2899	JOG (SOMETHING)	18	98	115
1500	infomap_37_HOLE	37	HOLE	943	WATERFALL	56	357	415
1501	infomap_1_GIVE	1	GIVE	773	HAVE	57	408	469
1502	infomap_81_ONE TIME	81	ONE TIME	2753	UNTIL	2	29	32
1503	infomap_67_GUNPOWDER	67	GUNPOWDER	429	SWIDDEN FIELD	2	25	25
1504	infomap_5_TREE	5	TREE	184	MAST	26	215	247
1505	infomap_24_MOUTH	24	MOUTH	1049	MOLAR TOOTH	57	369	413
1506	infomap_99_WOMAN	99	WOMAN	2105	FEMALE PERSON	8	345	375
1507	infomap_183_RACK (FOR STORING FOOD)	183	RACK (FOR STORING FOOD)	3177	BALE-BALE (RAISED PLATFORM IN HOUSE)	3	54	59
1508	infomap_36_BRIGHT	36	BRIGHT	1887	CHEAP	62	672	744
1509	infomap_17_VINE	17	VINE	1218	ROPE	103	1272	1544
1510	infomap_88_TABLE	88	TABLE	1775	TABLE	62	577	648
1511	infomap_1_GIVE	1	GIVE	1649	SIT DOWN	23	213	230
1512	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	2658	COAL	23	206	220
1513	infomap_34_BOWL	34	BOWL	496	CUCUMBER	5	139	149
1514	infomap_22_WOUND	22	WOUND	1584	BLISTER	52	312	378
1515	infomap_13_RED	13	RED	3328	ORANGE (COLOR)	2	10	10
1516	infomap_87_MACHINE	87	MACHINE	1111	CAR	25	113	125
1517	infomap_120_DISTANCE	120	DISTANCE	1093	MIDDLE	36	302	346
1518	infomap_61_THING	61	THING	2931	BUSINESS	16	91	109
1519	infomap_56_SALTY	56	SALTY	1274	SALT	107	1633	1773
1520	infomap_5_TREE	5	TREE	281	POST	69	514	686
1521	infomap_32_HAND	32	HAND	2121	ARM OR HAND	24	258	311
